"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 27 14:21:32 CEST 2023","Thu Jul 27 14:21:36 CEST 2023","4418","chromium","","","","","E2E Szenario for E-Commerce Demo-Shop",""
